TARGET_FLAG,KIDSDRIV,AGE,HOMEKIDS,YOJ,INCOME,PARENT1,HOME_VAL,MSTATUS,SEX,EDUCATION,TRAVTIME,CAR_USE,BLUEBOOK,TIF,RED_CAR,OLDCLAIM,CLM_FREQ,REVOKED,MVR_PTS,CAR_AGE,URBANICITY,Minivan,Panel Truck,Pickup,Sports Car,Van,z_SUV,Clerical,Doctor,Home Maker,Lawyer,Manager,Professional,Student,z_Blue Collar
0,0,47.0,0,8.0,18444.0,0,0.0,1,1,1,35,1,19450.0,6,0,2981.0,2,0,5,,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,53.0,0,,107259.0,0,343700.0,1,0,3,36,0,29230.0,10,1,0.0,0,0,0,15.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,39.0,3,7.0,34046.0,0,183383.0,1,1,1,33,0,4040.0,6,0,0.0,0,0,0,5.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,33.0,3,14.0,32364.0,0,152894.0,1,0,0,40,0,12270.0,18,1,0.0,0,0,3,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,59.0,0,5.0,106775.0,0,,0,0,3,10,0,31930.0,1,1,0.0,0,0,0,,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,0,40.0,0,11.0,16989.0,0,0.0,0,0,0,20,1,12230.0,4,1,26104.0,1,1,13,6.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,0,44.0,2,15.0,16352.0,0,134164.0,1,1,1,37,0,10520.0,1,0,7838.0,1,0,1,1.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,0,56.0,0,16.0,44760.0,0,164852.0,1,0,2,30,0,21770.0,13,1,0.0,0,0,0,6.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,1,45.0,1,14.0,63952.0,0,196368.0,1,1,3,50,0,32340.0,6,0,27877.0,2,1,0,13.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0,48.0,0,,,0,252896.0,1,0,2,14,1,28560.0,13,1,1554.0,5,0,1,10.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,1,44.0,2,,24060.0,1,0.0,0,0,2,24,0,14220.0,4,0,0.0,0,0,0,10.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0,33.0,4,12.0,20822.0,0,76022.0,1,1,1,46,0,6880.0,13,0,7896.0,3,0,0,1.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,0,32.0,3,14.0,54968.0,0,146784.0,1,1,1,20,0,10040.0,4,0,0.0,0,1,0,8.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,0,34.0,0,8.0,14194.0,0,87034.0,0,1,0,13,0,2920.0,4,0,24767.0,3,1,2,10.0,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,38.0,4,12.0,2149.0,0,72889.0,1,1,0,35,0,22690.0,10,0,0.0,0,0,2,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1,2,43.0,3,11.0,137103.0,1,0.0,0,1,3,29,0,19510.0,1,0,8890.0,3,0,0,15.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0,49.0,0,9.0,,0,0.0,0,0,4,31,1,33710.0,3,0,34351.0,2,1,2,18.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,46.0,0,10.0,79538.0,0,0.0,0,1,2,13,0,14050.0,3,0,0.0,0,1,2,11.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0,45.0,1,11.0,185836.0,0,509115.0,1,1,4,28,0,10250.0,1,0,4307.0,3,0,6,20.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0,46.0,0,14.0,,0,397661.0,0,0,3,22,1,33320.0,4,1,0.0,0,1,1,12.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,45.0,0,11.0,61931.0,0,213530.0,1,0,3,30,1,10910.0,13,1,25106.0,2,0,0,,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,63.0,0,9.0,74426.0,0,0.0,0,1,4,11,0,27600.0,1,0,0.0,0,0,0,18.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,44.0,0,9.0,74722.0,0,231034.0,1,1,2,9,0,23640.0,6,0,0.0,0,0,0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,1,45.0,2,11.0,102393.0,1,0.0,0,0,2,25,0,1500.0,1,1,0.0,0,0,2,11.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,48.0,0,0.0,0.0,0,98920.0,1,1,1,50,0,8660.0,3,0,8363.0,2,0,3,,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1,1,37.0,2,12.0,,0,205211.0,1,1,2,43,1,5200.0,1,0,2718.0,1,0,1,3.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,35.0,0,,29371.0,0,0.0,0,1,0,49,0,4860.0,10,0,0.0,0,0,0,1.0,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0,48.0,0,12.0,31773.0,0,165090.0,1,0,1,14,1,9640.0,13,0,1212.0,1,0,4,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,49.0,0,0.0,0.0,0,159389.0,1,1,3,42,0,6400.0,10,0,9115.0,1,0,6,14.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,44.0,2,15.0,139330.0,1,316900.0,0,1,1,35,1,22050.0,10,0,0.0,0,0,0,1.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,50.0,0,13.0,163296.0,0,447616.0,0,1,4,42,0,22830.0,1,0,0.0,0,0,0,14.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0,30.0,1,10.0,17455.0,1,140978.0,0,1,0,50,0,12380.0,13,0,0.0,0,0,0,6.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,54.0,0,,71007.0,0,240833.0,1,0,2,61,0,14000.0,6,0,0.0,0,0,0,11.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,0,53.0,0,6.0,38036.0,0,153381.0,1,1,1,32,1,13140.0,1,0,0.0,0,0,4,1.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,53.0,0,13.0,41199.0,0,150933.0,0,1,2,21,0,15360.0,1,0,0.0,0,0,0,8.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0,29.0,1,10.0,38042.0,1,202967.0,0,0,1,15,0,15160.0,6,0,0.0,0,0,0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,58.0,0,11.0,91223.0,0,0.0,0,0,3,23,0,10620.0,6,0,0.0,0,0,0,,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0,55.0,0,7.0,45787.0,0,173196.0,1,1,3,5,0,19380.0,6,0,0.0,0,0,0,13.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0,55.0,0,,84964.0,0,227091.0,1,0,2,21,1,5760.0,1,1,969.0,2,0,6,11.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,56.0,0,8.0,38240.0,0,190675.0,1,1,1,28,0,16220.0,4,0,0.0,0,0,0,,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,34.0,0,11.0,51565.0,0,0.0,0,0,3,36,0,18110.0,1,1,759.0,2,0,3,15.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,0,34.0,3,0.0,0.0,0,66358.0,1,1,1,25,0,11740.0,9,0,1800.0,2,0,2,1.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,0,36.0,0,11.0,105384.0,0,267509.0,1,0,3,24,0,13800.0,7,1,31695.0,3,1,4,17.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,0,41.0,0,10.0,66265.0,0,159276.0,1,0,3,59,0,12230.0,4,1,0.0,0,0,1,9.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,0,46.0,0,7.0,,0,,0,0,3,17,1,23350.0,13,1,4678.0,3,0,6,17.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,42.0,0,9.0,76226.0,0,217920.0,1,0,2,18,1,23390.0,13,1,0.0,0,0,0,14.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,1,38.0,3,16.0,7528.0,0,113809.0,1,0,0,26,0,8080.0,1,1,0.0,0,0,0,8.0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0,33.0,4,0.0,0.0,1,0.0,0,0,1,14,1,15090.0,1,1,1631.0,1,0,2,5.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,0,37.0,0,0.0,,0,73890.0,1,1,2,48,1,12850.0,7,0,0.0,0,0,3,6.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,1,42.0,1,9.0,32797.0,0,160661.0,1,1,3,63,0,21690.0,1,0,0.0,0,0,2,14.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,0,47.0,0,11.0,44705.0,0,217885.0,1,1,2,50,0,12840.0,1,0,1533.0,2,0,0,10.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,52.0,0,9.0,68992.0,0,216986.0,0,1,2,36,1,15120.0,1,0,0.0,0,0,3,10.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,43.0,0,11.0,132561.0,0,314433.0,0,0,3,8,1,30150.0,16,0,12294.0,1,0,0,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,66.0,1,17.0,96830.0,0,325826.0,1,0,3,23,0,11180.0,7,0,0.0,0,0,0,16.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,0,52.0,0,7.0,64014.0,0,244863.0,1,0,0,33,1,7900.0,4,1,8882.0,3,0,1,5.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,1,38.0,1,7.0,,0,0.0,1,1,1,40,0,7050.0,4,0,0.0,0,0,0,10.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,47.0,0,14.0,,0,276241.0,1,0,2,48,0,21320.0,1,1,0.0,0,0,0,13.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0,37.0,0,12.0,123520.0,0,383731.0,1,0,2,14,1,17550.0,1,0,0.0,0,0,0,,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,47.0,0,13.0,45257.0,0,160051.0,1,0,2,33,1,29210.0,6,1,0.0,0,0,0,,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,61.0,2,17.0,41857.0,0,169015.0,1,1,3,35,0,20870.0,1,0,0.0,0,0,0,21.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,0,41.0,1,8.0,126468.0,1,0.0,0,1,3,34,1,32690.0,3,0,0.0,0,0,2,18.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,3,40.0,3,9.0,75516.0,0,247673.0,1,1,1,53,1,13050.0,5,0,0.0,0,1,0,6.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,52.0,0,16.0,76954.0,0,249290.0,0,0,2,44,0,19540.0,6,1,0.0,0,1,0,11.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,58.0,1,8.0,150352.0,0,421665.0,1,1,3,21,0,24240.0,6,0,0.0,0,0,0,17.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,1,38.0,1,12.0,37580.0,0,173495.0,1,1,0,36,0,5260.0,7,0,867.0,2,0,0,1.0,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0,41.0,2,15.0,23344.0,0,147172.0,1,0,1,10,0,7930.0,1,0,0.0,0,0,1,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,37.0,0,16.0,43290.0,0,158771.0,1,1,2,29,0,23640.0,1,0,0.0,0,0,0,10.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,48.0,0,10.0,48737.0,0,220264.0,1,0,2,24,0,11220.0,9,1,0.0,0,0,1,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0,47.0,0,12.0,64259.0,0,202031.0,1,0,1,26,0,25100.0,18,0,9526.0,4,0,3,9.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,41.0,0,6.0,12541.0,0,0.0,0,0,0,5,0,7500.0,1,1,0.0,0,0,0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,47.0,0,12.0,104271.0,0,265153.0,1,0,3,40,1,36120.0,4,1,0.0,0,0,0,11.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,44.0,1,,67278.0,0,220556.0,1,1,3,49,0,20210.0,1,0,0.0,0,0,0,16.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
